german,hungarian
verwechseln,összetéveszteni
helle,fényes
vergrößern,nagyít
anhaben,rajta
tuvok,tuvok
angepisst,feldühödött
ida,ida
mississippi,Mississippi
unterschlupf,menedék
hemden,ingek
besen,seprű
herkomme,gyere ide
ließe,hagyja
jazz,dzsessz
eilt,rohan
candy,cukorka
vorwerfen,vádol
plans,terv
il,il
abzuhalten,elriasztani
odo,odo
tugend,erény
fürsten,hercegek
neuanfang,új kezdet
drängt,sürgeti
verweigern,hulladék
töne,hangokat
patricia,Patricia
maureen,maureen
staates,állami
anordnung,elrendezés
orchester,zenekar
senf,mustár
qualen,kín
verwaltung,adminisztráció
übertreibst,túloz
anonymen,névtelen
galt,érvényes volt
ver,ver
scherzen,tréfa
ausgeflippt,őrült
modern,modern
schwiegersohn,veje
getränk,ital
hörer,hallgató
finanzen,pénzügy
bang,félelem
colorado,Colorado
vernünftige,ésszerű
verteidiger,védő
rupert,rupert
verbirgt,elrejti
ähnliche,hasonló
bevorzugen,inkább
bea,bea
hindurch,keresztül
eigentliche,tényleges
belästigung,zaklatás
seltene,ritka
mysteriöse,titokzatos
vorsitzende,elnök
anzüge,öltönyök
haue,találat
häh,huh
feuert,tüzek
vorausgesetzt,feltéve
profitieren,haszon
sabine,Sabine
kaltes,hideg
eingedrungen,behatolt
huch,izé
creek,patak
vorläufig,ideiglenesen
canyon,kanyon
adern,vénák
mordkommission,gyilkossági bizottság
schnattert,fecseg
baxter,baxter
piepsen,sípol
benutz,használat
chelsea,Chelsea
dämliche,hülye
erkältung,egy megfázás
belohnt,jutalmazták
grinsen,vigyorog
bund,szövetségi
gestochen,megcsípte
katharina,Catherine
moms,anyukák
provozieren,provokál
geschmeichelt,hízelgett
anrichten,intézkedjen
letztlich,végül
gehirnerschütterung,agyrázkódás
lehnen,sovány
geknackt,repedt
partnerschaft,partnerség
eingeschaltet,bekapcsolva
whitney,Whitney
skye,skye
gestohlenen,lopott
aufhörst,Stop
tagelang,napokig
oswald,Oswald
scofield,Scofield
unterscheidet,különbözik
begleiter,társ
margot,Margot
ober,felső
tödlichen,halálos
apokalypse,Apokalipszis
k.i.t.t.,gitt.
much,sokkal
knabe,fiú
montgomery,montgomery
eingebildet,öntelt
berühmter,híresebb
reihen,sorokat
schwindler,csaló
verarschst,megbolondítva
maß,intézkedés
rechtsanwalt,ügyvéd
geritten,üldözött
romantik,románc
net,nettó
räder,kerekek
nanny,dajka
betsy,betsy
erklärungen,magyarázatokat
haushälterin,házvezetőnő
gütig,fajta
privatdetektiv,magándetektív
rumhängen,lógni
ansteckend,fertőző
marcy,Marcy
anstoßen,beavatott
michaels,michaels
gefüttert,táplált
nackten,meztelen
nervig,bosszantó
neuem,új
sheppard,Sheppard
geistig,lelkileg
niedergeschlagen,levert
nicolas,Nicolas
herumlaufen,körbejárni
einmalige,egyedülálló
verstößt,sérti
ähnelt,hasonlít
morphium,morfin
tool,eszköz
bote,hírnök
monitor,monitor
kooperation,együttműködés
schwerkraft,gravitáció
abgewiesen,elutasítva
auserwählt,választott
bedacht,figyelembe vett
frucht,gyümölcs
phaser,phaser
söldner,zsoldos
taugt,jó
dalton,dalton
objekte,tárgyakat
pulli,pulóver
ärzten,orvosok
kiefer,állkapocs
aufwecken,ébred
angemacht,bekapcsolva
klugscheißer,okoskodó
zaubern,varázsolni
gabel,villa
engagieren,vegyenek részt
funktionierte,dolgozott
gross,nagy
schwächer,gyengébb
empfindest,érezni
führ,ólom
ernsthafte,súlyos
vermitteln,közvetíteni
einzusetzen,használni
andreas,Andrew
hughes,hughes
jenen,azok
nonnen,apácák
vorgehensweise,eljárást
wat,Mi
spender,donor
val,val
company,vállalat
blauer,kékebb
rasiert,borotvált
vergebt,megbocsátott
mayday,majális
venus,Vénusz
verhafte,letartóztatás
steigst,emelkedik
identisch,azonos
bange,fél
bekämpft,harcolt
jep,Igen
gastgeber,házigazda
innenstadt,belvárosi
mitbewohnerin,lakástárs
papas,apu
schwindelig,szédül
dc,dc
ratschlag,tanács
scham,szégyen
intensiv,intenzív
amigo,amigo
louie,louie
defekt,disszidál
beziehen,vonatkoznak
or,vagy
talentiert,tehetséges
bridget,Bridget
gretchen,Gretchen
angezeigt,megjelenítve
schaufel,lapát
erschüttert,döbbent
reingefallen,beleesett
vetter,unokatestvér
braunen,cserszínű
boys,fiúk
bestechen,megvesztegetni
rücksitz,hátsó ülés
sicherzustellen,biztosítsa
verärgern,felborít
magier,bűvész
management,menedzsment
eröffnung,nyílás
grill,grill
schiffen,hajókat
passte,illeszkedik
deacon,diakónus
chefs,főnökeik
verbinde,csatlakozni
würfel,dobókocka
physik,fizika
dosen,konzervdobozok
grove,liget
champ,bajnok
möchtet,szeretnének
porno,pornó
absoluter,abszolútabb
stadion,stadion
abgeschossen,lelőtték
streben,törekedni
durchstehen,átjutni
beging,elkötelezett
streik,sztrájk
weiterfahren,folytassa
ramon,ramon
tipps,tippeket
sweet,édes
hinsehen,Nézze
isabel,Isabel
starte,indul
plätzchen,süti
magazine,magazin
wanda,Wanda
beruht,alapul
ragnar,ragnár
korruption,korrupció
wimmelt,nyüzsgő
hook,horog
lux,lux
abgestellt,kikapcsolva
liefere,szállít
anschließend,utána
grube,gödör
mei,az én
flieht,menekül
schriftlich,írásos formában
kamerad,társ
irrelevant,irreleváns
ironisch,ironikus
herab,le-
friedrich,Frigyes
stier,bika
entschluss,döntés
gescheitert,sikertelen
begrüße,üdvözlöm
kitt,gitt
desaster,katasztrófa
wachsam,éber
startklar,indulásra készen
gutmachen,jóvá tenni
log,log
luca,luca
hypothek,jelzálog
anhand,alapján
schlagzeilen,főcímek
auslöser,kiváltó
gaius,gaius
kündigung,megszüntetése
atlantis,Atlantis
entzug,visszavonás
server,szerver
adele,Adele
leibwächter,testőr
abzulenken,hogy elvonja a figyelmet
angeben,jelezze
abknallen,lődd le
schuldigen,bűnös
thor,thor
erschrocken,rémült
lehrte,tanította
häschen,nyuszi
daily,napi
handschuh,kesztyű
seide,selyem
bewaffnete,fegyveres
caesar,Caesar
sklavin,rabszolga
leinwand,vászon
erzählten,mondta
geguckt,figyelte
georgie,Georgie
stimmts,jobbra
brendan,Brendan
leichten,fény
phillips,philips
pistolen,pisztolyok
verbringst,tölt
scannen,letapogatás
richmond,richmond
klatschen,taps
städten,városok
ohrringe,fülbevalók
präsentation,előadás
gotham,gotham
häuschen,kunyhó
vermittlung,közvetítés
zahnbürste,fogkefe
feinen,finom
blei,ólom
gönnen,élvezet
schlugen,találat
sprüche,mondások
erreichbar,elérhető
scheißdreck,szar
kerlen,srácok
zuverlässig,megbízható
sasha,sasha
aufprall,hatás
stewart,stewart
hochzeiten,esküvők
aneinander,egymásnak
vorwurf,vád
gehörten,tartozott
ausflippen,kiakadni
kehrte,visszatért
sonntags,vasárnap
cyrus,cyrus
garde,őr
sonde,szonda
blutungen,vérzés
roosevelt,roosevelt
flüchtlinge,menekültek
unterhose,alsónadrág
scotland,Skócia
instrumentalmusik,hangszeres zene
becca,Becca
heldin,hősnő
geschmeckt,megkóstolta
rod,rúd
unterstütze,támogatás
schluchzen,zokogás
säcke,zsákokat
psychopath,pszichopata
madonna,Madonna
bezeugen,tanúskodni
massage,masszázs
geschmissen,kidobták
pudding,puding
einzuladen,meghívni
meldete,jelentették
ecken,sarkok
bedrohen,fenyeget
lulu,lulu
lichtjahre,fényévek
line,vonal
schweig,maradj csendben
zwecklos,értelmetlen
teilnehmer,résztvevő
charley,charley
langeweile,unalom
offiziellen,hivatalos
rudi,rudi
verzeihe,megbocsát
hässlichen,csúnya
gewidmet,dedikált
tabak,dohány
ernannt,kijelölt
übler,csúnyább
sandwiches,szendvicsek
adoptieren,örökbe fogadni
geistern,szellemek
sheriffs,seriffek
vorgesetzter,felsőbbrendű
kodex,kódex
südamerika,Dél-Amerika
kostete,költség
verführt,elcsábította
schonen,védeni
pauline,Pauline
machtlos,tehetetlen
einsehen,lásd
mythos,mítosz
verantworten,felelős
ausschließlich,kizárólagosan
ahh,ahh
pamela,pamela
geschäften,üzletek
zurückbekommen,vissza
anrufst,hívsz
marihuana,marihuána
mithalten,lépést tartani
lebenszeichen,életjelek
woody,fás
anmachen,bekapcsol
sklaverei,rabszolgaság
haustier,kedvenc
inseln,szigetek
ohh,ohh
stützpunkt,bázis
trennt,elválasztja
gesichtsausdruck,arckifejezés
andré,andré
gesunken,elsüllyedt
fernbedienung,távirányító
verstärkt,megerősített
fã,fa
markus,Mark
element,elem
sterling,font
olga,Olga
verlegenheit,zavar
metro,metró
bruderschaft,testvériség
probiere,megpróbál
wiederum,újra
bereitschaft,készenlét
chet,chet
börse,tőzsde
aufsatz,esszé
untergrund,földalatti
versiegelt,zárt
gegenstände,tárgyakat
gebildet,kialakult
rast,verseny
regiment,ezred
kostenlos,ingyen
ausschuss,bizottság
dvd,DVD
gesprengt,felrobbantották
ausweise,személyi igazolványok
allan,allan
feindliche,ellenséges
irina,irina
feldwebel,őrmester
zerbricht,szünetek
lenkt,irányítja
durchdrehen,megbolondul
ausgelassen,kimaradt
kramer,Chandler
tango,tangó
respektlos,tiszteletlen
stripperin,sztriptíztáncosnő
hengst,csődör
schwanzlutscher,kakasszopó
löse,megoldani
banane,banán
bloss,éppen
gavin,Gavin
skinner,nyúzó
schurken,gazemberek
wäscht,mosogat
daraufhin,azután
nico,Nico
walsh,walsh
geschäftspartner,üzleti partner
weggefahren,elhajtott
psychologie,pszichológia
zwing,erő
verständigen,közölni
belastung,teher
bender,hajlító
bindung,kötelező
sherman,Sherman
umarmt,megölelt
entkam,megszökött
gespenst,kísértet
konntet,tudott
menschenleben,emberi élet
wurdet,lett
öde,unalmas
ursprung,származás
geputzt,tisztítani
sektion,szakasz
schleppen,húzza
erfassen,elfog
terrasse,terasz
wilhelm,William
unbesorgt,gond nélkül
warteten,várt
eingereicht,benyújtott
sekretär,titkár
turk,török
beruhigend,megnyugtató
angezündet,megvilágított
verbrechens,bűncselekmény
impuls,impulzus
voreilig,elhamarkodott
peitsche,ostor
griechen,görögök
bennet,bennet
installiert,telepítve
verlier,veszít
rebellion,lázadás
karin,karin
seemann,tengerész
bones,csontok
aufgeräumt,kitakarítva
verdiente,szerzett
elender,nyomorult
sound,hang
absturz,összeomlik
begleichen,rendezni
orgasmus,orgazmus
toto,toto
vögelchen,kismadár
reinkommt,bejön
renee,Renee
benachrichtigen,értesítse
kavallerie,lovasság
allerseits,mindenki
übe,gyakorlat
constable,rendőr
weigern,hulladék
wirklichen,igaziak
aufträge,parancsokat
beifall,taps
cents,cent
angehörigen,rokonai
damien,damien
resultat,eredmény
global,globális
pennsylvania,Pennsylvania
warmen,meleg
danielle,Danielle
verbiete,tiltani
entschuldigst,Elnézést
wahlen,válasszon
aufziehen,emel
weitem,messze
verdreht,sodrott
powers,hatáskörök
vorschuss,előleg
bananen,banán
dex,dex
schuf,létre
beschützer,védő
fuer,számára
wahrlich,valóban
hüften,csípő
q,q
betrag,összeg
hysterisch,hisztérikus
schwor,megesküdött
schlägerei,pörlekedik
flogen,repült
bösewicht,gazember
aufwachsen,felnőni
römischen,római
carolina,Carolina
auszeichnung,díj
riskiere,kockázat
florence,Firenze
ermöglichen,lehetővé teszik
komiker,komikus
auffallen,kitűnjön
eingegangen,kapott
kondom,óvszer
besserung,javulás
vinnie,vinnie
karton,karton
verspätet,késő
obhut,gondoskodás
aufführung,teljesítmény
fraß,evett
abfahrt,indulás
hydra,Hydra
briefkasten,postafiók
häftling,fogoly
ezra,ezra
kat,macska
unterschätzen,alábecsülni
sisko,sisko
hausfrau,háziasszony
hannes,hannes
errichten,épít
stapel,verem
reparatur,javítás
pike,csuka
reste,maradék
übereinstimmung,összhangban
entwurf,tervezet
shoppen,üzlet
anliegen,kérdés
täuschung,illúzió
doll,baba
eliminieren,megszüntetni
verstärken,erősíteni
insassen,fogvatartottak
mithilfe,segítségével
packung,csomag
u.s.,minket.
adressen,címeket
kang,kang
themen,témákat
aufteilen,oszt
unberechenbar,kiszámíthatatlan
eingeschlagen,ütött
verklagt,beperelte
drohne,drón
vage,homályos
hindernis,akadály
izzy,izzy
qualifiziert,képzett
solo,szóló
gierig,kapzsi
schreck,rémület
verrotten,rothadás
integrität,integritását
hinterkopf,hátul a fejét
wundervollen,csodálatos
lo,íme
lob,dicséret
verwirren,összezavarni
allgemeinen,általános
frustriert,frusztrált
ohnmacht,elájul
autoschlüssel,autókulcs
erfährst,megtudja
image,kép
grady,Grady
people,emberek
unheilvolle,baljóslatú
kapieren,kapd meg
zigarren,szivarok
josé,Jose
joint,közös
nachgehen,nyomon követni
gedrängt,sürgette
soziale,szociális
diente,szolgált
vieler,sok
wissenschaftliche,tudományos
dastehen,állj ott
inmitten,középen
millie,millie
brannte,égett
mengen,mennyiségeket
ausnahmsweise,kivételesen
silvester,Szilveszter
berufen,kijelölt
schließfach,öltözőszekrény
bunny,nyuszi
kenneth,kenneth
tische,táblázatok
wasche,mosás
vase,váza
einhalten,megtartani
halfen,segített
übernahm,vette át
millionär,milliomos
dreißig,harminc
bernadette,Bernadette
denjenigen,azok
begeisterung,lelkesedés
forscher,kutató
begabt,tehetséges
design,tervezés
matthews,Matthews
taufe,keresztség
entscheidend,döntő
